Symbol 1,Symbol 2,APR,SHARPE,price
LIN,NKE,0.1125691004991245,0.8800932453060708,-428.0645917894737
BAC,UPS,0.11264758749997772,0.7619329175515301,-212.7589713684211
ACN,GE,0.11267213570049783,0.7188589816974232,-363.6321052631578
AAPL,CMCSA,0.11275265105341892,0.7856478688499866,-182.59947368421052
DHR,MSFT,0.11277358299806028,1.030241900984469,-515.5582663157895
ABBV,MSFT,0.1127779713299708,0.8352227429294198,-405.72631578947363
ABT,CI,0.11288670731213535,0.8369474886221691,-367.07232631578955
CAT,CSCO,0.1128869742283709,0.7889694746320701,-254.65789473684208
JPM,PG,0.11302770936920137,0.8483020829227849,-264.5
ABT,SBUX,0.11307311212337834,0.8421532700231064,-186.41631578947369
COST,ZTS,0.11316091279133489,1.086350221915494,-630.4184210526315
SCHW,SO,0.11317894473239876,0.7599175653637195,-136.92105263157896
AMD,UPS,0.1132839884211625,0.5905320319821138,-273.2742105263158
AVGO,DUK,0.11335128004410211,0.7069093374506663,-644.1883215789474
CVX,GILD,0.11337045967361425,0.7530771007480386,-229.46666178947368
JPM,V,0.1133876971003096,0.9159323156349136,-326.218947368421
AMZN,WFC,0.11342337182857065,0.6285293460815546,-155.8472894736842
TMO,TMUS,0.11360429354706691,0.8474626842729047,-669.2850221052634
AMT,NOC,0.11362335988848216,0.8239423859898901,-716.2915342105264
DHR,GOOGL,0.11368032257461214,0.8922489151994688,-2495.2361610526314
NEE,XOM,0.11371727071609206,0.6526050697022825,-171.60738736842103
ADBE,MMC,0.1137283478570128,0.8191464468875946,-553.6005263157895
ADBE,DIS,0.11379684008268609,0.6780360344636842,-502.1042105263158
CI,QCOM,0.11379781541118361,0.6179994906762092,-389.6941115789474
ADBE,CCI,0.11384213553685063,0.7906151449401433,-574.6172552631579
TSLA,VRTX,0.11394149369687234,0.5181982510228024,-972.5478947368422
GOOG,ISRG,0.11396370270200817,0.7947816932646165,-2456.8489473684217
SBUX,ZTS,0.11398306133662817,0.9038189661546633,-241.27684210526317
AMGN,BAC,0.11405899235022487,0.7438562533110712,-277.9958134736843
CRM,NFLX,0.11412163610385417,0.603598849688603,-360.23315789473685
ANTM,VRTX,0.11416540858769486,0.7263606507221723,-747.75054
DE,UNP,0.1142784699637216,0.8447906705484255,-556.8102410526316
BDX,PLD,0.11428612615938993,0.9635501224736168,-366.26787489473685
MMC,QCOM,0.11444272945397427,0.693587982340143,-286.64968
MS,ZTS,0.11445088761592426,0.8078621869998489,-245.52894736842106
C,SCHW,0.11452154173551099,0.8967764383311461,-114.9021052631579
LIN,MO,0.114604231707776,0.9241632245300114,-362.2591822105263
DUK,WFC,0.11463663589818518,0.7120863750014468,-148.71842105263158
LMT,NVDA,0.11471962901938881,0.562843432222301,-604.7220278947368
AMZN,BKNG,0.11472772170988232,0.6566858271252269,-2240.2209736842105
COST,ORCL,0.11478164583849226,0.8833124384377062,-534.8321052631578
COST,PEP,0.11482114738348903,1.2489546850275095,-628.0793221052631
DE,MS,0.11487983348110298,0.8132538524086995,-420.71157894736837
DIS,LLY,0.11496841460658946,0.6612896241394493,-405.3057894736842
HD,TMO,0.11505899053073709,0.9018607697025869,-827.0583710526316
NVDA,XOM,0.1150671087972217,0.5292425384819713,-270.6788942105263
MMC,WFC,0.11511290812356512,0.7436232785883072,-195.28736842105263
AMGN,PEP,0.11512729503789698,1.1734645140050832,-406.84932210526324
COP,INTU,0.11518749823657792,0.5905834729823256,-505.2794736842106
DIS,TMO,0.11519039543723264,0.7083527542288816,-639.0208115789475
AMZN,MSFT,0.11535325010782116,0.9923236355543711,-374.6672894736842
GOOG,PEP,0.11542010434301853,0.9832597877891466,-2410.6703747368424
BLK,PLD,0.11545018446769517,0.9226906439207653,-755.6480333157896
NEE,ORCL,0.11553752247923055,0.7719457044694875,-145.59212421052632
GOOGL,JNJ,0.11565933667011774,0.9172095554272605,-2415.5152631578944
AMGN,MDLZ,0.11569724779314194,1.1109726720362614,-304.9047368421053
MDT,WFC,0.1157388104648076,0.753645684350117,-134.65994994736843
TXN,VZ,0.11580265895880237,0.8964532302784223,-213.66578947368419
PM,RTX,0.11581792848042372,0.9085139985913204,-197.20842105263156
MDT,TMUS,0.11583984506104184,0.8998072299541877,-224.8467920526316
LIN,ZTS,0.11586689599705635,1.0384707561493542,-478.9879463157895
PG,WFC,0.11595981240723452,0.734992253336324,-183.56473684210528
GILD,QCOM,0.1159947283031304,0.666721666315595,-194.4252891578947
CVS,PM,0.11599726940030153,0.9622796937975621,-196.3510526315789
CMCSA,LLY,0.11601972905698354,0.7743534466935982,-344.9263157894737
CMCSA,TMO,0.11605218333759226,0.8100075883356868,-578.641337894737
COST,HD,0.11609377587520275,1.19407367655142,-754.777559473684
BMY,RTX,0.11622168190192417,0.9285485854614383,-169.75052631578947
MMM,USB,0.11622281239377297,0.9289890223235117,-189.56947368421055
CSCO,GE,0.11624362920102893,0.7032595039227574,-116.73894736842107
ADP,AXP,0.11626910240995425,0.7713614063508405,-369.59971789473684
BMY,MDLZ,0.11640987507496603,1.2378944637029083,-136.51684210526315
MA,NVDA,0.11642038234546592,0.608364774737936,-514.2299468421052
GILD,JPM,0.11646619611009879,0.8100992785155584,-183.9982407368421
BA,ISRG,0.1165011657115338,0.6615118563702195,-342.6357894736842
ACN,ZTS,0.11651663432247394,1.183207152551149,-456.78631578947363
AXP,UNH,0.11658387636344703,0.8079122231691681,-639.6168557894737
ABBV,JPM,0.11661130837055489,0.8243409512238528,-267.84157894736836
COST,GOOG,0.11665359953566612,0.9194383354591392,-2712.3573684210533
ADBE,WMT,0.11667254473906241,0.7225332415929733,-523.3152631578947
SCHW,UPS,0.11671931061104623,0.7442662889537004,-243.63368421052635
ACN,C,0.11677190763995848,0.8213911719824426,-340.93578947368417
CRM,WFC,0.11677541820159232,0.5855737217148106,-215.16684210526316
CI,INTC,0.1167765162815142,0.6973741827341005,-297.09548421052637
CAT,IBM,0.11683181746519189,0.9516182105537708,-348.63421052631577
LOW,NFLX,0.11684499953553606,0.598621173127042,-373.51842105263154
INTU,WFC,0.1169955934597422,0.6469976753224366,-436.93736842105267
AMGN,DE,0.11699595911718275,0.7602525586433692,-584.371052631579
CI,SPGI,0.11713961475418389,0.8449307062818593,-590.1118
AAPL,SO,0.11714266830705067,0.8510015478617615,-212.8257894736842
MS,SO,0.11720162144281265,0.8734479406171712,-151.69736842105263
LIN,MDT,0.11725329017440389,1.0577436268807463,-406.1784225789474
MDLZ,ZTS,0.11738245931096469,1.159910052005165,-226.78684210526316
C,ZTS,0.11740352331184356,0.7409163325297038,-215.22000000000003
BAC,BDX,0.11743140005014263,0.7555169461460333,-280.9638971578948
ACN,ADBE,0.11758694171996242,0.9223645099508521,-691.4984210526316
ABT,NKE,0.11758775992885817,0.91461227507628,-225.28664547368422
QCOM,XOM,0.1175924320653079,0.5818299565901126,-229.26073263157892
LLY,MSFT,0.11762083298760717,0.8125910387055255,-564.2031578947368
SO,ZTS,0.11763039382402218,1.0013599083119138,-237.23894736842107
NVDA,PYPL,0.11768779445868538,0.5925804935792043,-254.70310473684208
CSCO,PLD,0.11781679474988849,0.8752052444756113,-164.00452805263154
ABT,LOW,0.117820560738916,0.9291408178489409,-297.1926315789474
ABT,PG,0.11787635028337151,1.169376105360478,-252.30526315789479
DIS,NEE,0.11795131014839022,0.7836233536327931,-177.5000189473684
BDX,PG,0.11795274657216903,1.2723680287292678,-388.2517678947369
BLK,INTU,0.11800632163056357,0.9064862324505963,-1031.004557894737
BAC,UNH,0.11803167470169629,0.8683123101008067,-517.5289850526316
MMM,UNP,0.11812777815035824,1.0812117728021664,-356.30445157894735
ABBV,SBUX,0.11817992176028391,0.8184076685311797,-220.71368421052628
RTX,USB,0.11819982748975066,1.0291458613225963,-143.84263157894736
IBM,NVDA,0.11825406371272096,0.5918199849272416,-313.0488942105263
PFE,USB,0.11828949595349902,0.7761860682717898,-100.26526315789474
CSCO,T,0.11831522767581437,0.9478149633132599,-64.87315789473683
ADI,CMCSA,0.11841075828588865,0.871477063755778,-198.78628736842106
UNP,ZTS,0.11841637485784107,0.9756457694505802,-381.6276094736842
GOOGL,MSFT,0.11844318633886641,1.2659018143971157,-2501.186315789473
C,QCOM,0.1184726817503885,0.6291953253802812,-182.98125894736842
MS,PG,0.11849575848293914,0.852319507498883,-221.6242105263158
ABBV,LMT,0.11856812162137165,0.9641266228788173,-574.9794494736841
MO,SO,0.11859531490842357,1.1361494201604114,-120.5101832631579
CI,COST,0.11868225604965099,0.8218395879336775,-721.2807473684211
CSCO,SBUX,0.11879618116523649,0.8694728521991071,-120.09947368421052
ABT,TXN,0.11906913182993151,0.9889428633010534,-273.67315789473685
C,NEE,0.11909629977130765,0.7527088528411674,-125.32791368421053
JPM,MMM,0.11910578581622788,0.9855376348050665,-263.0815789473684
BA,V,0.11922343270776281,0.7210438736564464,-336.61052631578946
LOW,TXN,0.11926391068793851,0.8770045281172218,-349.51631578947365
ABT,PEP,0.11928686114549558,1.2916560182453045,-273.8709010526316
HD,SPGI,0.11934996946408516,1.0563898387883526,-623.6086121052631
CSCO,INTC,0.11935082681228026,0.777794283844263,-85.0557894736842
BA,MMC,0.11936510284776825,0.6729825826383165,-286.6142105263158
RTX,SPGI,0.11937567643923774,0.8293067438463143,-428.1994736842105
CCI,LMT,0.11942958986586039,0.98809611886568,-604.3772310526316
BDX,NEE,0.11943435496941213,0.9927026767051765,-322.26441842105265
C,V,0.11944407765973786,0.8677665805634763,-253.0342105263158
AMZN,NKE,0.11947271737875043,0.7876522229099979,-228.52498757894736
NEE,T,0.1194750551899666,0.9349357382827085,-96.15844
UNH,UPS,0.11952089454183223,0.829214126231208,-661.6026452631579
SCHW,XOM,0.11959566779815889,0.797210298956682,-161.18157894736842
LOW,ZTS,0.11962292298460042,1.0036183075742404,-352.05315789473684
CME,VZ,0.11968952413105938,1.0727552518372037,-251.68813052631577
AMAT,LMT,0.11976764745120283,0.6281717432332049,-535.4289231578947
AMD,WMT,0.11978306488779666,0.6054224672410773,-217.9257894736842
ADBE,MMM,0.11984071187358603,0.7622935508191439,-540.4594736842105
ABT,MDT,0.11984818604483372,1.032481706861372,-203.4004762631579
ORCL,SCHW,0.11997347195851571,0.7585284170938922,-135.16631578947369
CMCSA,UPS,0.11997974840855918,0.8150588624912078,-219.89368421052635
ISRG,MO,0.12003122804058797,0.6985315223368097,-258.18123589473686
AMGN,ANTM,0.12003855884135661,0.8821903691847975,-726.2500136842107
CB,XOM,0.12019991754213644,0.8350268939894295,-297.41849263157894
ORCL,PG,0.12025910594288391,0.8945243264535166,-211.57947368421054
COST,GE,0.12028195222842797,0.6864281474821479,-537.2642105263158
CCI,JPM,0.12030538178796357,0.7926087273320607,-297.2393605263158
BKNG,MS,0.12033079552904957,0.7619648875839208,-2206.3015789473684
INTU,SPGI,0.12038049724127298,0.9142171985848412,-728.7173684210527
LLY,SBUX,0.12038361106629858,0.7416758752686898,-379.1905263157895
CCI,MDLZ,0.12042355116003844,1.171305340584546,-235.6214657894737
MDLZ,USB,0.12054608500471087,0.8953812136263212,-110.60894736842106
CSCO,NKE,0.12059099346009239,0.8045100692662479,-158.96980336842105
LIN,WFC,0.12070230370636703,0.8076577153218115,-355.3868936842105
GILD,GS,0.12074632160706211,0.8993525856655381,-364.49894442105267
PLD,SO,0.12075679794550132,1.1438770397548508,-191.35031752631576
DUK,PG,0.12078830351679981,1.5452311350044112,-248.4147368421053
BMY,PEP,0.120819313851392,1.2827629579746145,-238.46142736842108
MO,WFC,0.12083070410963126,0.7639924222445093,-90.74070957894736
MMC,SO,0.12091257373373598,1.2219005321493848,-225.05684210526317
GOOGL,SPGI,0.12095978129451934,1.015634233631064,-2574.146315789473
CCI,HD,0.12098426485304725,0.9944601670051291,-464.2642884210526
LOW,USB,0.12099724107411958,0.7528535369711898,-235.87526315789472
BAC,CCI,0.12108036274464706,0.7378033806734032,-208.71254242105266
SCHW,WMT,0.12108282596454334,0.7844073001470891,-188.28526315789475
PG,XOM,0.12111215956165244,0.7454898313068398,-237.59473684210528
AAPL,DUK,0.12113017603232645,0.8164567760846249,-247.9063157894737
INTU,TMO,0.12117504424716041,0.8517678150172295,-932.1671273684212
LLY,ZTS,0.1211829722200033,0.9108097801698127,-468.9842105263158
HON,INTC,0.12121104439682928,0.8257239410292995,-228.9884210526316
ADP,T,0.12127227503664528,1.03415303338015,-233.6844547368421
LIN,T,0.12128733461417474,1.0183605171003187,-333.9679463157895
HON,MSFT,0.12142176553581363,0.944773222279788,-449.0447368421053
BAC,DUK,0.12142413493295079,0.8246884840073724,-141.12686610526316
NVDA,ORCL,0.12154002425480637,0.652080229417316,-244.66363105263156
QCOM,SCHW,0.12166922626125443,0.6687358857290459,-198.51389052631578
CI,CRM,0.12169285147660802,0.6334112660857741,-429.63022105263167
BDX,LIN,0.12173704234972171,1.0372491961327348,-560.0739247368422
PEP,SPGI,0.12179322568247075,1.2064432667974812,-496.9103747368421
AMZN,INTU,0.12179730080993068,0.9427180877778563,-508.9162368421053
AAPL,MS,0.12180376455124797,0.7692109077390937,-221.1157894736842
INTC,NEE,0.12186899343638413,0.7853240151853306,-116.34107157894736
LIN,MMM,0.12186988334185811,1.2468424971957082,-453.66478842105266
AMD,USB,0.12192027311663267,0.5688335924381996,-144.21526315789473
ADBE,AMZN,0.12194030510181797,0.8697303415891132,-514.160447368421
MMC,MO,0.12197901996845295,0.983516711615658,-202.15965694736843
CME,MCD,0.12200044088691508,1.1006553494119962,-444.5661673684211
AMT,HON,0.12211594820362537,0.9586054846679939,-440.0974005263158
BA,UNP,0.1221416771105619,0.7040537383533355,-349.3533989473684
DHR,MDLZ,0.1221877602417969,1.0755077085164402,-316.0556347368422
C,GS,0.12221107177599322,1.4508560400975288,-353.05491421052636
AXP,NOC,0.1222512023076634,0.7309920527793865,-620.9151863157895
MS,TMUS,0.1222975590229749,0.8254611365395251,-212.11473684210526
ADP,BAC,0.12232942594689233,0.8570921081206307,-247.51184715789475
COST,LLY,0.1223876930412473,0.8508469984357665,-768.3321052631578
AMT,BDX,0.12244056938959891,1.0472428013980803,-498.42811578947374
AMAT,INTU,0.12244741638396195,0.7521243797293923,-500.4247368421053
MDLZ,MMC,0.12245437253861158,1.3587438698511882,-214.60473684210527
BAC,SBUX,0.1224803399227512,0.8994681141489561,-110.0842345263158
ABBV,NEE,0.12248254361595712,1.0356617540278088,-220.61528210526313
MMM,ZTS,0.12258107951591102,0.9515662450452396,-305.74736842105267
DE,SBUX,0.12262881122515479,0.7678646857256668,-416.4594736842105
ADP,AMGN,0.12262978312269235,0.9985963395172899,-456.82234947368426
AMT,SCHW,0.12264970393817398,0.7129748102583101,-317.024242631579
GE,JPM,0.12266198284921481,0.9042850490787823,-195.25052631578947
C,TMO,0.12268024392539267,0.6997446435256957,-586.8487063157896
DUK,HD,0.12268629039544376,1.0337482215836304,-396.67861210526314
HD,SCHW,0.12273660270410036,0.7616920270287678,-355.11177
AMT,MO,0.1227873341181065,0.9314975836672943,-300.61337326315794
AAPL,SBUX,0.12297461247700858,0.8498803934643415,-216.86368421052632
MMM,TMO,0.1230010741048555,0.8796901621803007,-677.3760747368423
JNJ,UNP,0.12315909598595565,1.2299226384194988,-391.1755042105263
CI,MSFT,0.12322667072460303,0.8404461082687994,-517.1518000000001
DHR,MO,0.12323247755080091,0.8087083122031208,-303.61055484210533
LLY,LMT,0.12334615168190899,0.8016393694696318,-733.4562915789473
ADP,USB,0.12341905924213936,0.9376872461357298,-262.52656
CAT,HD,0.12342488713149136,0.8506005302705837,-500.19440157894735
INTU,WMT,0.1234419266525324,0.7693031787083487,-518.071052631579
TXN,UPS,0.12344792791189652,0.8345857316474901,-341.4147368421053
CI,WMT,0.12348125742115346,0.9592224134249696,-379.46548421052637
GS,TXN,0.12348579111607272,0.936865820152783,-466.36859842105264
ACN,NKE,0.12349726641225534,1.111135559361156,-405.86296126315784
LIN,MSFT,0.12354641221904683,1.1233369611238135,-574.2068936842105
MRK,PFE,0.12359846029730859,0.8747787104505086,-139.19974000000002
MCD,TMO,0.12366001396542003,1.0707942125761747,-780.7093747368423
AMGN,GS,0.12366200659105564,0.8588407326935376,-547.023335263158
BDX,GOOG,0.12367627352973831,0.862918599948164,-2494.0954521052636
ADI,HON,0.12371408057042599,1.0245810182034751,-345.5994452631579
AMGN,INTU,0.123719177104465,0.7838519587866632,-638.6563157894738
NVDA,PFE,0.123737828867172,0.6000670616696817,-225.62257842105262
IBM,V,0.123749158696842,0.9846661380538863,-341.6836842105263
PLD,TXN,0.12375667520633615,0.9411219650632996,-282.64505436842103
MDLZ,WFC,0.12377286567920232,0.8051959561084958,-103.18578947368421
AMAT,BAC,0.12382081041136273,0.704251363317373,-139.76423452631582
DIS,SBUX,0.12382770515141983,1.0507958337608592,-177.59842105263158
TMO,WMT,0.12390584704870244,0.9342332136888689,-660.2318642105265
PG,USB,0.12394129687728883,0.8617661462716653,-190.98789473684212
AMT,CB,0.12397515416021232,0.9030810524335294,-453.26115631578955
BMY,INTU,0.12398439989965393,0.8163618353469064,-470.26842105263165
CI,ORCL,0.12399437655401702,0.8207569046638109,-326.3465368421053
ANTM,XOM,0.12403525642061064,0.7373910108870693,-578.5610663157895
AMZN,NOC,0.12406935211211279,0.7086823129186705,-578.3977389473683
MCD,QCOM,0.12413278341725875,0.7608988478654669,-376.84192736842107
LMT,USB,0.1244055209440218,0.8733538440312745,-479.3647126315789
MS,PEP,0.12442757813018024,0.9438378107248027,-243.18984842105266
AMGN,JNJ,0.124552967839346,1.3183236670168021,-418.73631578947374
DUK,MMC,0.12477123963528092,1.2185482407012123,-260.13736842105266
DUK,USB,0.12480721350281887,0.8835987745117924,-156.14157894736843
CVS,LLY,0.12504577434682074,0.8309479485478392,-397.07684210526315
MRK,XOM,0.12506590201850654,0.7867199697490793,-184.2560557894737
ANTM,MMC,0.12519409090473665,1.0626966972592264,-635.9500136842106
AMGN,LOW,0.12528256908615099,0.9211596609727996,-430.17105263157896
AMT,BA,0.12539260034102906,0.6482850723757356,-385.0679268421053
GOOGL,MCD,0.12540908811769658,1.063821790624411,-2483.9775105263157
ACN,CAT,0.12542658228606252,0.8768148455284651,-501.55105263157884
PLD,WFC,0.12559637487766828,0.7041405057326855,-161.58084384210522
CME,GOOGL,0.12562946208065728,0.9141272067063904,-2441.452867368421
ABBV,BA,0.12576173213692488,0.6586353836361278,-278.2331578947368
MCD,SO,0.12580538063602464,1.3773242277052402,-315.24908947368425
MA,MCD,0.1259289480615542,1.085474226672637,-583.0606684210527
CRM,SBUX,0.12593010927386805,0.715519783443728,-248.9742105263158
SO,WFC,0.12607881304706026,0.7697161213607938,-113.6378947368421
BMY,CAT,0.12613743231483054,0.8888782080186071,-285.5652631578947
MCD,TMUS,0.12620795328061707,1.0899090296717022,-375.6664578947369
GOOGL,PM,0.12625880713929516,0.8863746226822953,-2343.1552631578943
BA,BDX,0.12626483346131656,0.6543494331366863,-379.8822942105263
BMY,NOW,0.12628580798308664,0.7457981381781922,-547.0121052631579
C,LIN,0.12629068885792094,0.9367194272035807,-363.13742
LOW,SPGI,0.12635066166248898,1.007345254705273,-520.2321052631578
CSCO,JPM,0.12646827098171065,0.9253053157382818,-167.22736842105263
C,MA,0.1265017916615987,0.8439722954870508,-389.2
NEE,NFLX,0.1265367688571195,0.678509403396634,-262.6437031578947
AMT,IBM,0.12675015077259455,0.9779335074093872,-390.1410847368421
PEP,PLD,0.12688186127760992,1.3403223458167117,-282.8427975263158
BLK,GOOG,0.12691964046911464,1.0466289898338093,-2883.4756105263164
QCOM,TMUS,0.126947051568141,0.7172049217334084,-265.4175747368421
C,TXN,0.12703097517437612,0.8527905702424977,-212.68315789473684
C,CSCO,0.1270642251153844,0.8386779228110017,-94.04263157894738
CME,SPGI,0.1271249761568125,1.0138530810613442,-534.7349726315789
MO,PEP,0.12714233631185912,1.2397789047343124,-212.00266326315793
COST,NFLX,0.12725558590082708,0.6740826357540782,-651.8836842105262
HON,PG,0.12744280160748866,1.1239240120816565,-329.92105263157896
PLD,ZTS,0.12750392412694778,1.3099057244957049,-285.1818964736842
COP,MMC,0.12751414722094045,0.7229246737711612,-263.62947368421055
LLY,ORCL,0.12759808687749974,0.7921918018882149,-373.3978947368421
BAC,CSCO,0.12761941640611774,0.9084615918092889,-78.70055031578949
ANTM,PLD,0.1276345444521476,0.9338482731696475,-602.2434891052632
MSFT,NFLX,0.12764203775497096,0.6907834375101933,-447.7547368421052
ACN,MCD,0.12773858179921094,1.391418305305802,-534.7964578947368
GS,HON,0.12774235654732813,1.1442755224978987,-491.6607036842106
INTC,T,0.1279507052834734,0.8312835418287414,-61.21315789473684
LIN,PG,0.12799767241874171,1.2374289727841843,-455.08320947368424
PEP,V,0.12802462192456976,1.1336799288652781,-366.54563789473684
ACN,PLD,0.12810115648857456,1.2125277704492092,-410.89768594736836
CMCSA,CRM,0.1281473543705982,0.7154116368888632,-214.71
C,MMC,0.12815266927796354,0.9005750454501081,-203.03789473684213
C,ISRG,0.1281621041701484,0.725989750251538,-259.05947368421056
ABT,TMO,0.12818924303640622,1.2479244312775617,-647.8387063157896
CI,NFLX,0.12819661824254802,0.6208493683241759,-443.39811578947376
CAT,CMCSA,0.12820713092808367,0.9170260687509204,-251.7773684210526
MDLZ,PLD,0.12826314027799546,1.3127170041991698,-180.89821226315786
AMAT,MMC,0.12826941270122938,0.7356114871391632,-258.7747368421053
AMD,MRK,0.12841394649371063,0.6496885494089931,-183.14974
AMGN,WMT,0.12847774593994288,1.144721022452823,-366.721052631579
ADI,MSFT,0.12854911943897762,1.1610127473144558,-418.06312947368417
ANTM,NOC,0.12858122350845336,0.9901187606378298,-947.0815157894738
COST,MDLZ,0.12859350074156817,1.331902960385826,-526.1347368421052
TMUS,UNP,0.12876886292691458,1.0005978450376412,-348.21339894736843
HD,MRK,0.12892640645445708,1.017490249570196,-378.1862468421052
GOOG,SPGI,0.12897792016929777,1.0697497759111407,-2581.188421052632
CSCO,NVDA,0.12899882959960962,0.6631412155844351,-219.0725784210526
NVDA,RTX,0.12899893466470402,0.6303197914601959,-269.19994684210525
BKNG,TMUS,0.12900743549743732,0.7341984557974948,-2258.428947368421
JNJ,NFLX,0.12910603380610453,0.6864768153971732,-362.0836842105263
ABBV,AXP,0.12915619831085912,0.7658106676846587,-301.4026315789473
ACN,WFC,0.12918510159432506,0.8179338635924465,-333.18526315789467
CME,USB,0.12923231375926592,1.0574996702891508,-250.37813052631577
ABBV,USB,0.1293020875378046,0.8805999689392342,-194.32947368421048
ABT,MDLZ,0.12934131946739713,1.250360795601111,-171.9263157894737
MSFT,RTX,0.12937176435457776,0.8856959577793492,-355.2394736842105
ABT,AMGN,0.12937895174045577,1.0943921327310773,-354.32789473684215
INTU,MS,0.12940349674933782,0.8154462924756618,-474.9968421052632
ACN,LOW,0.1294250368398424,1.0695068243494223,-477.768947368421
MDLZ,MRK,0.12953085637372763,1.2553440867502972,-149.54342421052633
NOW,SBUX,0.12960456181221813,0.783609077319874,-547.4884210526316
AMAT,JPM,0.1296932514306448,0.7164621990220758,-228.29105263157896
MS,UNP,0.1297263770047219,1.1060254479877267,-296.08603052631577
GE,MMC,0.1297352650202006,0.8099902260941056,-225.7342105263158
AMD,MMM,0.1297893656246325,0.6260879595849422,-235.07000000000002
MDT,V,0.12988544794814327,1.1992391347677023,-296.0752131052632
PLD,TMO,0.12994522898893024,1.0646586332397896,-656.8106027894738
HD,MDT,0.1299663267177964,0.9560602783148403,-382.620141
INTU,ZTS,0.1299753254672864,1.0078656821489698,-560.5384210526316
LIN,NVDA,0.12998596789040295,0.6943498253105808,-488.16736684210525
AAPL,CCI,0.13005390161921682,0.8864174045843155,-315.4919921052632
AMGN,LMT,0.13014120434952647,1.1147191146714708,-673.6605021052632
BKNG,MCD,0.13017375156098399,0.7905385718423834,-2369.8533
ABBV,IBM,0.13026746958146806,1.0154894049756298,-283.3063157894736
ADP,AVGO,0.1302780009686757,1.089840967777852,-750.5733026315789
CAT,NFLX,0.1303054892361264,0.6111234299170093,-397.30052631578945
BMY,VRTX,0.13033587353224885,0.8973158075438626,-340.4189473684211
BKNG,TXN,0.13038922595264646,0.816317127019558,-2289.306315789474
ABBV,DUK,0.13039867611274536,1.2380737380125832,-251.75631578947366
DE,PEP,0.13053418224005764,0.8569357592033713,-503.9140589473684
CSCO,MDT,0.13054011320475345,1.029035495950793,-137.08363415789475
LIN,QCOM,0.1305450683297329,0.8132787369051886,-446.7492052631579
AMGN,UPS,0.13059840598332406,0.873122365390487,-422.0694736842106
BLK,QCOM,0.130698193489293,0.7997291433784524,-769.2979221052633
DIS,DUK,0.13071706897245683,0.8737215960001662,-208.64105263157896
GE,NEE,0.13073484344696018,0.7470393013285016,-148.02422947368422
GOOG,LLY,0.13074057969666897,0.8594117813799103,-2550.9231578947374
MRK,PG,0.13078308503936054,1.2374317032787692,-229.92237157894738
PLD,XOM,0.13080901141729462,0.7498963537056206,-215.61084384210523
JPM,MO,0.13092751278538706,0.9874343869977531,-171.67597273684208
INTC,NKE,0.13096392405226953,0.805640665694702,-155.30980336842106
ABT,HD,0.1310523924216842,1.1579304477157086,-400.5691384210526
GILD,NEE,0.1310786345538899,1.0939244088468685,-136.77194389473684
DIS,LIN,0.1310909252819934,0.9902192729820677,-415.30952526315787
MS,VZ,0.1311026075070323,1.041870007340776,-130.66105263157894
NEE,SCHW,0.13111684912832344,0.7962630696706163,-140.86054526315792
CCI,COST,0.1311199905760576,1.077984673363454,-639.2530447368421
MS,UPS,0.13116243450161313,0.8282004733427658,-258.41
ABT,C,0.13117107526441685,0.828572747872078,-160.35947368421054
DUK,MS,0.13119369480487664,0.9466289157186809,-186.77789473684211
TSLA,UNH,0.13124925018804356,0.6197959023453066,-1190.5805400000002
JNJ,SO,0.13132287656849417,1.6413708333296113,-246.78684210526316
AMD,MMC,0.13132558351122836,0.6763784436756501,-248.21105263157895
BKNG,PM,0.1313318425010459,0.7949831169135269,-2229.031052631579
BDX,IBM,0.13136457812111568,1.028112334996813,-384.9554521052632
COP,LOW,0.1314137538490936,0.6780004079208172,-296.7942105263158
ADI,DE,0.13145851293141608,0.8239355709177129,-498.02681368421054
ABBV,BAC,0.13146128270208668,0.8739213332718939,-179.31476084210522
ADBE,BKNG,0.13149683366234477,0.6821490473835207,-2526.555263157895
CME,PEP,0.13152451446951963,1.2334283539567248,-364.21692631578946
BMY,LMT,0.1315766270598231,1.2927169009930992,-505.27260736842106
MRK,ZTS,0.13163622894894345,1.186890381293636,-253.82710842105263
CAT,DHR,0.1316432063722759,0.8074582679243424,-465.1040557894737
GILD,MO,0.1316721325045962,1.077455405879317,-109.93526610526314
INTU,SO,0.1316829864218665,0.8099953650019395,-466.7068421052632
VZ,ZTS,0.13169363628445185,1.1155198373582424,-216.20263157894738
GS,MSFT,0.13174899906416937,0.9067616798685919,-564.1243878947369
COST,DIS,0.1317565916953225,0.8173593072104337,-566.7399999999999
CI,MCD,0.13177352133489983,1.0838993994366606,-499.9429947368422
ADI,TMUS,0.13189243656689298,0.9595931637849765,-289.4299715789474
MMM,XOM,0.13195859488746464,0.8721891026502938,-236.1763157894737
MRK,TMO,0.13199701438316414,1.0946650265161204,-625.4558147368423
SO,USB,0.1320631142732911,0.9521373516683921,-121.06105263157895
ACN,CMCSA,0.1321812422384494,1.037388892207255,-332.7284210526315
AMT,ANTM,0.13223983389831995,0.9455701062178158,-734.4037300000001
CAT,TMUS,0.13224671834737922,0.8367698099446411,-342.42105263157896
MA,ORCL,0.13228573644400154,0.9156268242556184,-409.46421052631575
ACN,INTU,0.13230219127930254,1.113480417821081,-686.2542105263158
COST,MDT,0.13233013510866387,0.9819059508106034,-557.6088973157894
