Symbol 1,Symbol 2,APR,SHARPE,price
AXP,COST,0.03635488724989111,0.28013455387560837,-621.3136842105263
AMGN,MMM,0.03637303187435892,0.36199756907915703,-383.8652631578948
BMY,NOC,0.036606180276586464,0.35028680212090196,-539.7499231578947
ANTM,VZ,0.03667486938792086,0.3494188304876734,-533.2642242105264
CSCO,KO,0.03690897378654645,0.3791533991247185,-106.00250657894738
MMC,NOC,0.03692109396597165,0.36095085486972583,-617.8378178947369
CVS,NVDA,0.03692589871687213,0.2704222846960626,-268.3425784210526
LMT,SO,0.03693368464645941,0.3876938883466351,-501.7110284210526
GILD,UPS,0.03695739340569837,0.30511827012168785,-239.54508284210527
ADP,ISRG,0.037046640307844436,0.31865182481240373,-422.54392842105267
CB,JPM,0.03704664171619054,0.39372371077222046,-324.3237557894737
KO,UNP,0.03705915955382144,0.40785151362733424,-277.7369581578947
LMT,PEP,0.03707774032422062,0.3931739516723962,-593.2035084210527
ADP,MMC,0.03712329542551984,0.405023532299308,-366.52234947368424
ANTM,TMUS,0.03718655836983764,0.3260016120602386,-614.7179084210527
HON,LMT,0.03719225442124219,0.35662809182700655,-618.2978705263158
AVGO,PLD,0.03722101184330007,0.3122550151834774,-657.0507443684211
T,TMO,0.037245411732369726,0.3124526990967212,-557.6792326315791
PM,UNH,0.03729482383606708,0.3543997725316882,-585.9094873684211
BMY,GILD,0.03730501388040652,0.4062721574117163,-136.3940302105263
CRM,GOOGL,0.037310304121868976,0.30114327585599726,-2413.664736842105
SO,VRTX,0.037332509811353276,0.30711844083466,-336.8573684210526
INTU,PYPL,0.03733332032572778,0.2852784961296389,-474.99157894736845
C,WFC,0.03737775198147619,0.3648349684454183,-91.61894736842106
DE,PM,0.03739027864021427,0.31132325652557935,-443.44105263157894
COST,VRTX,0.037402565926351494,0.3086638582493338,-730.0368421052631
ADBE,JPM,0.037433072590980165,0.28796341390691493,-523.1168421052631
CB,INTU,0.0374872990409052,0.29708005302109336,-596.45744
ISRG,MDT,0.037492391778845,0.3228338647059074,-302.10047626315793
ISRG,PM,0.037638424946800475,0.3053998744629829,-312.09789473684214
DIS,NOW,0.037639183734973436,0.2880455639896019,-573.6036842105264
USB,WFC,0.0376496531227537,0.38997594585267936,-91.29157894736842
ORCL,SBUX,0.037654314769549835,0.3161989338431271,-145.6905263157895
MDT,PEP,0.037675715853813685,0.3954189163642509,-255.92190363157897
JNJ,ORCL,0.03774997247310341,0.3313684457321756,-245.03210526315792
LMT,PM,0.037849119346116566,0.35809439922523306,-532.7305021052631
CVX,IBM,0.03786432387924865,0.3215282040863221,-306.6721052631579
QCOM,RTX,0.037869018048211966,0.28814616781605934,-227.78178526315787
JPM,T,0.0378980978924266,0.3493779276620656,-143.38473684210527
MSFT,ORCL,0.03797772239507902,0.33224197919108656,-330.7031578947368
BA,TMUS,0.038053870686070024,0.2815212357452272,-265.3821052631579
GS,MDLZ,0.03813533674469749,0.3495664290263288,-364.6217563157895
AXP,CME,0.03813884780729482,0.31194961933755055,-357.4512884210526
CSCO,NEE,0.03816099466935041,0.3359123830960193,-120.00107157894737
DHR,PFE,0.03822629867061056,0.32791274996580233,-305.71195052631583
AXP,MCD,0.03824820158887832,0.3074515567952296,-399.97593157894744
INTU,MMC,0.03825802240936271,0.34084082052676407,-548.3563157894737
AMT,AXP,0.03835573556722993,0.2899792908789429,-408.2374005263158
BMY,PM,0.038361552210267824,0.3859730604985175,-177.98842105263157
BDX,PM,0.0383934002549251,0.3590776188224259,-349.34439947368423
PEP,PG,0.038481078603983754,0.7358599915710675,-304.8266905263158
SBUX,WMT,0.03857098345355858,0.3270440392477566,-198.80947368421053
CI,PFE,0.03859371974639347,0.31518429410151566,-307.3054842105264
PFE,ZTS,0.038839623074618634,0.33578829002963306,-216.44315789473686
PEP,TMO,0.03888501126309851,0.3720809859261497,-700.3601336842107
UNH,VRTX,0.03890511339579694,0.3192052229694845,-748.3400136842106
CCI,NKE,0.03902135805897777,0.32204533696728993,-288.9817954736842
NFLX,TMO,0.03902620353367969,0.28836516771499987,-724.1644957894738
DE,NOC,0.03904397117888925,0.3191513802670509,-805.2025547368421
CVS,KO,0.03910240770944973,0.4089901984050267,-155.27250657894737
AVGO,NVDA,0.03915301569848073,0.3209728477939525,-712.1187947368421
MCD,NOC,0.03917172294047333,0.3672262361338581,-708.0300652631579
ABBV,GILD,0.03923676357084571,0.4151022248082605,-206.10087231578942
AAPL,DIS,0.03925818472596565,0.30468795776798735,-242.97894736842105
CRM,JPM,0.03938615978728954,0.2882069683558897,-296.1021052631579
GE,ORCL,0.03946998096711152,0.3011475613687423,-142.33
AXP,KO,0.03957798599116091,0.32278784039625624,-218.07513815789474
CVX,KO,0.03958177825464437,0.3381278177747977,-229.98250657894738
BMY,MMC,0.039619027997124245,0.43538110010773245,-228.6184210526316
LMT,MDT,0.0396454010490539,0.3547442683551282,-522.7330836315789
CRM,GOOG,0.03965794706482906,0.31541199168199974,-2420.7068421052636
CSCO,CVX,0.03968140333677428,0.3237367983585552,-212.69578947368421
ANTM,SPGI,0.03973216297728577,0.35223432440391983,-816.3110663157895
NFLX,SCHW,0.03974713953778575,0.2827811619587705,-252.2178947368421
ADP,UNP,0.03975475959480512,0.3818463605137731,-429.2615378947368
ADBE,RTX,0.03983618467063188,0.2988872135658735,-494.73263157894735
JNJ,MMC,0.0398664509696709,0.4684203815570189,-328.4363157894737
BDX,TMUS,0.03986842372740651,0.35009412776320403,-378.7422942105263
GILD,JNJ,0.039956874738752646,0.4839504458999313,-236.2119249473684
BA,VZ,0.039963302515866994,0.294536881572812,-183.92842105263156
ADP,PEP,0.040016525015625914,0.42917964835926087,-376.3653557894737
CB,HD,0.04002907848365567,0.36095124603969786,-491.3486836842105
ADBE,TMUS,0.0400329328085931,0.3132882035689866,-532.3684210526316
ADBE,CI,0.04010199059999353,0.2999309964133295,-656.6449578947369
LMT,ORCL,0.0401026030653604,0.32966962401173633,-499.95629157894734
DHR,XOM,0.0401032890856603,0.2936645264107038,-350.76826631578956
MDLZ,TXN,0.04032208051310282,0.370360213542568,-224.24999999999997
C,LMT,0.04035940879650557,0.32874066602800395,-479.6920810526316
AMGN,CVX,0.04039173672377716,0.3180764023144586,-411.991052631579
NOC,USB,0.04045988036729686,0.3259323654114792,-513.8420284210526
DIS,QCOM,0.04046436776393558,0.29362337470777283,-235.1533642105263
LIN,NOC,0.04069665348060303,0.34012113872474525,-777.9373431578947
DIS,PEP,0.04082841199831333,0.3501634027720134,-265.0530063157895
C,VZ,0.040833488379403926,0.36396027486325866,-100.35210526315791
PM,T,0.040846946994042455,0.40859345365751576,-123.23842105263157
AXP,DHR,0.040850937259997444,0.29871390472462567,-411.23458210526326
JNJ,MDT,0.04085666452959025,0.47354613858304584,-267.80889731578947
ANTM,SO,0.040898367999108176,0.3756808236215455,-554.3005400000001
V,VRTX,0.04090645263726955,0.32500841481870296,-468.50315789473683
AMD,AVGO,0.04106426765915616,0.3199446674335724,-632.2620057894737
ADBE,PFE,0.041088908380113365,0.30748223596644686,-451.15526315789475
KO,MCD,0.04109081012202909,0.5586430480105354,-305.1900171052632
ADBE,SO,0.04111192216988946,0.31592313288688356,-471.95105263157893
JPM,LMT,0.04111235671427438,0.35693778065635406,-552.8768178947369
ACN,AVGO,0.04135487062216958,0.3718250759773833,-828.6551636842105
GE,IBM,0.04135814620138856,0.33256068641811865,-210.71526315789475
LLY,TMO,0.04137363399875649,0.3310140779400675,-840.6129168421054
AMT,CCI,0.04142475570770543,0.6178362887267833,-426.1767610526316
KO,V,0.04147139460655791,0.4076781352892614,-264.9940855263158
LOW,PEP,0.0415110894216113,0.404254179512738,-349.71405894736847
NFLX,QCOM,0.041536855701483466,0.29366234564782717,-320.29704842105264
JPM,MRK,0.04162791813529587,0.34521663837491157,-211.16131894736841
AAPL,BAC,0.04168218071866536,0.30795386840508127,-175.46476084210525
TXN,USB,0.041765176461782794,0.34444385204812,-212.35578947368418
BMY,CVX,0.04182654122008156,0.3514672165608225,-243.60315789473685
BDX,DHR,0.041877823620505294,0.3961242729234674,-501.4252973684212
ISRG,SPGI,0.04194326694030304,0.35199279188921834,-543.088947368421
CSCO,PFE,0.042021024344157665,0.3467499703013137,-95.26578947368421
BA,BMY,0.04206283584179715,0.3043881198666205,-208.52631578947367
LIN,XOM,0.04208881573433887,0.32209027245604843,-409.41689368421055
ABBV,CSCO,0.04212876335421134,0.3679533330313155,-189.32999999999996
CAT,LMT,0.04215457396157429,0.3552762986515316,-640.3073442105263
MDT,UNP,0.042282976352749246,0.4277951410861064,-308.8180857368421
AMT,CSCO,0.04237960382184647,0.36579474880636226,-296.1647689473685
ABT,ISRG,0.042461162833671295,0.3455055803736717,-320.04947368421057
MMM,VRTX,0.04256939656935832,0.3250073717612257,-405.36578947368423
IBM,TXN,0.042583784407614234,0.3591893709713285,-301.33263157894737
JPM,NFLX,0.04267750591603825,0.29561373368433336,-309.87
BKNG,MA,0.04279419428897402,0.3515459859735579,-2465.823157894737
CSCO,PG,0.04300928063964027,0.448615292370024,-185.9884210526316
LLY,NVDA,0.04304973260164591,0.2929076960497068,-478.16363105263156
NVDA,TMUS,0.04305036173228438,0.29761907516834357,-306.83573631578946
ORCL,WMT,0.04310672325658671,0.35206585345721014,-193.01684210526315
ADBE,CSCO,0.04334983767883349,0.339103672546369,-444.60526315789474
BMY,DHR,0.04348403487286845,0.4106116970734836,-330.0693189473685
BLK,ZTS,0.04358836601029403,0.4269578634851778,-801.5366631578948
ANTM,HD,0.043625051852503205,0.37683059182715545,-772.4912573684211
ANTM,LIN,0.04362939695322976,0.3897914651765824,-796.0495389473685
HON,JNJ,0.0437189870660295,0.45301046968295666,-363.37368421052633
BA,HON,0.04373215403002573,0.3381064185127239,-321.5515789473684
BAC,HON,0.04381631739503833,0.415795598511469,-222.63318189473688
KO,SPGI,0.04383775017182945,0.43412810480885455,-395.35882236842104
ANTM,NFLX,0.04384068296388488,0.306674796035845,-669.5973821052633
MDT,T,0.04390371737174337,0.4202726741788807,-113.24100257894737
GOOGL,PFE,0.04401041470255018,0.34203513978988404,-2291.3399999999997
ADP,GILD,0.044074261293052475,0.40823810524316584,-274.2979586315789
GS,MS,0.04408485673641871,0.6484679950214773,-383.3638615789474
DHR,IBM,0.04410150947859037,0.3596013395568538,-393.13826631578956
AVGO,PEP,0.04420380215034414,0.36386854096816207,-700.600275263158
ADP,NOW,0.04422815576593342,0.32893411857558946,-684.9160336842106
PFE,WMT,0.04424946138878694,0.3569039338929081,-173.97578947368422
DIS,JNJ,0.044280795703143694,0.3680485549161858,-276.94
LMT,TMUS,0.04428962573230888,0.37343260892232294,-562.1283968421053
CRM,HON,0.044303730296322064,0.3241352336251238,-361.52315789473687
JNJ,NKE,0.04432369197288355,0.36875966426813,-289.69506652631577
ABBV,DHR,0.044342819292217506,0.3956916585568515,-399.7761610526316
CVX,UNH,0.044387223398497655,0.35684755524495326,-651.5242242105263
ACN,BMY,0.04442696511471911,0.4499095590735287,-366.51631578947365
ADP,LIN,0.04443114103354984,0.43836557414151406,-526.6218747368421
COP,HD,0.044485391076565683,0.31483055369508633,-400.17071736842104
AMT,NKE,0.04452446710902169,0.35947145487340837,-366.4187828421053
AAPL,MSFT,0.04453514780441847,0.4609497910766961,-401.87631578947367
JNJ,TMO,0.04464669778809216,0.41165797823636574,-712.2471273684212
UNH,XOM,0.044679377170637524,0.3386248029423922,-579.15054
AMGN,PM,0.04471166290721973,0.40319015913502876,-346.3763157894737
INTC,RTX,0.044750554068094806,0.34110380514944993,-135.18315789473684
UNP,XOM,0.04478572172306139,0.36133543324619694,-312.05655684210524
ADP,CCI,0.04485131346166127,0.4337838276930606,-387.53907842105264
PEP,TXN,0.044853094206732,0.410203440277438,-326.19458526315793
NOC,PLD,0.044872185729078806,0.37485087108925325,-584.1312933157894
ADI,C,0.04490261237878723,0.3569408705351883,-206.99365578947368
ADP,NOC,0.04495526835094421,0.40064467352021316,-677.6538515789473
BMY,USB,0.0450674504625892,0.36603469824536217,-124.62263157894736
DUK,MDT,0.04514675711873606,0.4495012147407307,-199.50994994736845
GOOGL,INTU,0.04515722968188629,0.41651887622389205,-2635.4352631578945
MSFT,NKE,0.04535198376560512,0.4022392081109002,-375.36611915789473
PYPL,QCOM,0.04536302937592662,0.3129518990659854,-213.2849431578947
PEP,UNH,0.045373395678139916,0.48173048199653123,-646.3824936842105
CVX,LLY,0.045441911530273105,0.33463430681968753,-471.7868421052632
AVGO,CME,0.04553411472079305,0.365126554759213,-738.4248731578948
ADP,INTU,0.04553793926069849,0.39269112308192605,-608.1723494736842
ACN,NVDA,0.04556286020824318,0.32200884863930307,-465.9657363157894
JPM,PM,0.045586859662285706,0.4230069700506192,-225.59263157894736
NOC,PG,0.045629632184433166,0.4576563290836768,-606.1151863157895
GOOG,INTU,0.04563477325517229,0.41766406930296124,-2642.477368421053
NOC,WMT,0.045693808745908226,0.4036328014000665,-587.552554736842
MS,USB,0.045758618274246654,0.46594036305764186,-129.35105263157894
CSCO,TMUS,0.04594913258581812,0.37991551320955197,-176.47894736842105
CVS,SBUX,0.04595464114356029,0.3866564453923217,-169.3694736842105
MMM,MRK,0.046027997078697425,0.42126509324619366,-228.5039505263158
GS,UNP,0.046047963902934086,0.423642211073345,-519.4625236842105
MSFT,PM,0.046067054564988164,0.36976992726219016,-363.4773684210526
CMCSA,DUK,0.04612148972904251,0.4416369536472072,-148.26157894736843
JPM,WMT,0.04620018516237212,0.3731153225042768,-245.9373684210526
BLK,MA,0.046394190665281165,0.4339975958581686,-975.5166631578948
INTU,TMUS,0.046469193468274606,0.3696400531737759,-527.1242105263159
MDLZ,VRTX,0.04648812248175549,0.369982019828097,-326.40526315789475
BLK,LIN,0.04652257317698938,0.4842335272523335,-949.4540831578948
MMC,NFLX,0.04653556859188401,0.3221180843276377,-340.35368421052635
DUK,VRTX,0.04654816171355547,0.3631962475513567,-371.9378947368421
ADBE,GILD,0.046576414428495916,0.35163835452227693,-461.3761354736842
AXP,JPM,0.046626436530907034,0.472713195635848,-279.3
ADP,SPGI,0.046723125367575946,0.45327770250699695,-546.8834021052631
ABBV,ZTS,0.04680010888406971,0.4401057092577,-310.5073684210526
ACN,MO,0.04681682768471784,0.3915039888391079,-340.05755168421047
NKE,TMUS,0.04684872185994515,0.38485902186074233,-246.7329612631579
MDT,VZ,0.04685265975339026,0.4968445199747317,-143.39310784210528
AXP,MSFT,0.046854578622378185,0.3389610142602308,-417.1847368421053
VRTX,VZ,0.04686690409616867,0.3667360253690651,-315.82105263157894
TMUS,V,0.04687731897469671,0.41533293508752434,-335.47052631578947
BLK,GILD,0.04691359010482099,0.4169035636242705,-697.1301670526317
RTX,VZ,0.046920332614476035,0.4344220547476967,-145.15263157894736
DIS,ISRG,0.047002791809490185,0.35265335679830095,-311.23157894736846
ADBE,MSFT,0.047047908529781246,0.487348181978342,-661.0015789473684
CVX,USB,0.04712202821965916,0.3933977776138109,-217.69526315789474
KO,ORCL,0.047160404432830205,0.4039578490793187,-131.59355921052634
CVS,MDT,0.047180968232500176,0.44831336296518276,-186.35363415789473
DUK,GS,0.04722558219921691,0.39920625629605383,-410.1543878947369
RTX,TMUS,0.04726207785187153,0.3803435233719037,-226.60631578947368
BAC,BLK,0.04731874547539783,0.42496481535092906,-670.3440555789475
MCD,NKE,0.04741429079821846,0.4213369565235978,-358.1573138947369
DIS,GILD,0.047464639927731644,0.37486804642308225,-162.98560915789471
MO,RTX,0.04752024533147714,0.4227915351062854,-143.29176221052631
GILD,ORCL,0.04754447141482765,0.3961822016804314,-131.07771442105263
INTC,PFE,0.04758878194693872,0.328298822699483,-91.60578947368421
LMT,MDLZ,0.04764232929838186,0.45110001509073433,-491.25892315789474
AVGO,MS,0.04773771455076492,0.3758191621972911,-617.397795263158
AMD,GOOG,0.047802258052832336,0.3340445761604357,-2342.332105263158
INTU,NVDA,0.04784002253735453,0.3553915379104006,-569.7178415789474
CSCO,MDLZ,0.04786548544591751,0.5097081814654897,-105.60947368421053
GS,SO,0.047887037271511446,0.4096585020010729,-375.0738615789474
IBM,INTC,0.047949454699036664,0.37522959554009155,-179.0321052631579
ADP,PLD,0.048038333283664914,0.450541200932717,-332.8158248947368
AMZN,DE,0.048128756341681234,0.3329921744991252,-454.6309736842105
JPM,USB,0.04814902604708049,0.6569726858438595,-172.22684210526316
MMM,T,0.04817516259650367,0.49252845648113097,-160.72736842105266
CI,HON,0.04825026508083319,0.4228315593170418,-444.6881157894737
ABT,WFC,0.04828302011317498,0.3389273088572691,-152.60894736842107
AVGO,PM,0.0483357787014671,0.3800204389021497,-640.1272689473684
CCI,NOC,0.04854852434010759,0.4016527185168424,-638.8545468421053
AMZN,UPS,0.048776293516639146,0.35746481321465634,-292.3293947368421
CSCO,SCHW,0.048796351870034727,0.3681042488728869,-109.57526315789474
CRM,SO,0.048840662563155224,0.334345188768317,-244.9363157894737
ABT,T,0.048846289549235866,0.4335466589439294,-131.19
CVS,JPM,0.04891665615852392,0.42938630877925027,-216.4973684210526
ORCL,QCOM,0.04894799289646157,0.3365090085323445,-203.24546947368418
AMT,DUK,0.04895194148171078,0.48000290318071004,-358.59108473684216
IBM,MDLZ,0.048999648713466515,0.49680273642620976,-199.5857894736842
CB,DE,0.049008699857231,0.4045305825760013,-542.1721768421053
BDX,TMO,0.049028310208853565,0.426909446908144,-783.7852110526318
CB,VZ,0.04905452176134473,0.47225165323392937,-252.1216505263158
AAPL,VRTX,0.04911545068767964,0.35505426873757023,-406.2757894736842
DE,UNH,0.049197321212711254,0.3730269938033132,-823.9042242105263
ADBE,PEP,0.04935586802442682,0.39154465391751,-563.4435326315789
ISRG,TMUS,0.049385919140718215,0.37632289168206196,-341.4957894736842
CVS,USB,0.0494064262562135,0.4188247224498884,-142.98526315789474
ADP,JPM,0.0494191258650285,0.44577911092773725,-336.0386652631579
AAPL,XOM,0.04953743949832656,0.33337755033246474,-237.08631578947367
MDT,SO,0.04955031721339309,0.5185707504167133,-164.42942363157897
DE,VZ,0.049772201880436295,0.3864032983478136,-391.3852631578947
GS,JPM,0.049819268186561905,0.6138328571347678,-426.2396510526316
BKNG,QCOM,0.04988943830877268,0.3407432552859039,-2259.6044168421054
CRM,MMC,0.049944134401250784,0.3626258164079137,-326.58578947368426
ACN,IBM,0.0501971589896586,0.46645154824341845,-429.5852631578947
AVGO,LOW,0.05023680819505305,0.3898845997744144,-723.9220057894737
LLY,LOW,0.050243399658991716,0.3700831822772262,-489.96684210526314
AMAT,VRTX,0.05025249183466629,0.3315105663971201,-370.5752631578947
GE,MDLZ,0.05025347419670201,0.376714851668851,-133.63263157894738
MDLZ,SBUX,0.05026845463738683,0.45386952503871725,-136.99315789473684
GE,LMT,0.050285230577305384,0.3607526508833175,-502.38839684210524
BAC,GE,0.05035002335618577,0.41192328794932764,-106.72370821052633
ISRG,SO,0.05041921937695726,0.3672526877338595,-281.0784210526316
ADP,DHR,0.050518173481626016,0.43573221441701665,-467.9732473684211
CI,GS,0.050531802206069454,0.40167025010545193,-559.7677668421054
JPM,RTX,0.050551188843764416,0.5075553601235291,-217.35473684210524
CSCO,ISRG,0.05057761431369734,0.40285342808414804,-253.73263157894738
CRM,TXN,0.05059858767332592,0.3696453653302378,-336.2310526315789
AVGO,BLK,0.05062456813981275,0.4460110282712486,-1173.4055110526317
LMT,NFLX,0.050625288783670674,0.3332958879252139,-617.0078705263157
DUK,KO,0.050635108143170404,0.6155755822904774,-168.42882236842107
ACN,RTX,0.0506819191086707,0.43035771138593204,-385.7363157894736
C,VRTX,0.050708321323413186,0.34133341732271555,-314.8384210526316
CVS,INTC,0.0507203187612868,0.374863129635145,-134.3257894736842
COST,CVX,0.05072817913678751,0.3722051775581459,-633.2210526315789
AMT,PM,0.05079095424170088,0.4265316383465731,-354.5300321052632
NOC,XOM,0.05083316694730544,0.37953166567963903,-560.4488705263158
BLK,XOM,0.05091230473079755,0.37407478824668494,-731.9656105263159
LOW,TMUS,0.050963167753685035,0.4260078687745476,-318.63894736842104
AAPL,USB,0.05098458810001438,0.35296307439266356,-190.47947368421052
MS,RTX,0.051075016258794737,0.5004665234351282,-174.47894736842105
PG,SCHW,0.05108405302755159,0.40025907757997137,-206.84789473684214
JPM,NOW,0.051101080632023343,0.32922352643751995,-594.6163157894737
MCD,VRTX,0.05122252947843231,0.3894080599773406,-508.69908947368424
CMCSA,MSFT,0.05129256923591896,0.4276419340754544,-302.2315789473684
BAC,WMT,0.051359262326469146,0.38256783920430554,-157.41055031578946
AMT,VRTX,0.05140267232600615,0.38889541394998367,-516.9605584210526
AMD,RTX,0.05141943331668242,0.326517260113028,-189.34315789473683
BLK,DHR,0.051469780202972215,0.44689185152169314,-890.8054557894739
GILD,TMO,0.05148989529078496,0.4611456447255162,-598.2927365263159
DHR,NEE,0.05163219816972697,0.47508585221111793,-330.447232631579
CB,GOOGL,0.0516443343680737,0.44019742691522695,-2441.886387368421
DE,RTX,0.051778360977087434,0.45414969637579394,-435.2031578947368
HD,MMC,0.051797803751741256,0.5296960052706914,-443.2475594736842
AMGN,DIS,0.05180028395489278,0.3944384456819074,-345.51000000000005
ANTM,TMO,0.05181763878482748,0.414411904981814,-1019.760825263158
SBUX,USB,0.05192562531253775,0.4129049018721993,-125.09894736842105
CVS,MS,0.052101808627788015,0.4168455197314261,-173.6215789473684
ACN,JNJ,0.0521253596722393,0.5384878133009819,-466.3342105263157
HD,MO,0.052149159015491886,0.4347050778798129,-338.7009006315789
AMZN,ORCL,0.05217756073584834,0.3708443832353086,-183.86202631578948
IBM,UNP,0.05218940285361984,0.49154573037947163,-354.42655684210524
IBM,PG,0.05221619084726781,0.5213715616326244,-279.96473684210525
DHR,KO,0.0522316379747374,0.45041178123896874,-316.44866763157904
ADP,LOW,0.05225353703078217,0.4406062001113724,-399.68708631578943
BAC,SCHW,0.05228981666122179,0.525799468442908,-99.56002400000001
COST,LOW,0.05229804783137859,0.47856903926868466,-651.4010526315789
MCD,XOM,0.052457191753511045,0.3877274094358621,-339.50961578947374
GILD,TXN,0.0524875739073174,0.44095973378371317,-224.12718810526312
BMY,COST,0.052555261447799095,0.46589068766912417,-540.1484210526315
NOC,TMO,0.052582487132469824,0.38911215246632985,-1001.6486294736843
AMT,BMY,0.05258878549689894,0.4775560181914713,-327.07213736842107
CB,SBUX,0.052638993124075606,0.44421912298719624,-277.1958610526316
DUK,TMO,0.05265997599106531,0.43900200055806443,-643.9481800000001
NOC,V,0.052661377080922334,0.4147786780804897,-667.8341336842104
IBM,INTU,0.05273540308812619,0.3804714620368305,-533.3373684210527
AMZN,GOOGL,0.05284126534390232,0.4498340690085321,-2354.345184210526
JPM,QCOM,0.0528597713364507,0.3550507819123329,-256.16599578947364
CME,UPS,0.05291444373074783,0.42092789062607666,-379.43707789473683
PG,SBUX,0.052933667591903655,0.4492507974922658,-217.37210526315792
MDLZ,PG,0.05317603519901426,0.9162046857347249,-202.8821052631579
MDLZ,T,0.053251158059947734,0.5407435735937715,-81.76684210526315
ABBV,HD,0.053296738694899926,0.4583425634008049,-434.8665068421052
MRK,TMUS,0.05331556838155138,0.43730529942742297,-220.41289789473683
AMD,GOOGL,0.05339215285998722,0.3615859683564452,-2335.2899999999995
JNJ,UPS,0.053465300621641454,0.4279746918504037,-353.49947368421056
DUK,T,0.05351764101140244,0.6290160011142326,-127.29947368421054
BLK,NFLX,0.053590883971283754,0.3487193129459318,-823.0019263157895
T,VRTX,0.053951346092735664,0.39528007492819034,-285.6689473684211
BAC,MSFT,0.05396053393066391,0.38712075504898963,-295.09686610526313
CB,MS,0.05418048049441215,0.5287074248456715,-281.4479663157895
MS,XOM,0.05419559225777659,0.43037391010699505,-175.9578947368421
BA,UNH,0.054207330520041896,0.36914645811549635,-616.4473821052632
BDX,ZTS,0.05423114505448923,0.4915204960240318,-412.1565047368422
DIS,UNP,0.05431429003604915,0.437485018622381,-317.9491884210526
AAPL,MMM,0.05431959535394282,0.40973790804789695,-281.3342105263158
GS,QCOM,0.05456316162838237,0.368208993481529,-436.6666994736842
CME,TMUS,0.054588509718415335,0.45293246862701836,-333.1418147368421
BAC,MA,0.05459838072297507,0.4196802643389571,-373.85791873684207
TXN,WFC,0.054683649153922875,0.3874814370826983,-204.93263157894734
CVS,INTU,0.054695056857444246,0.3915548983269684,-488.631052631579
GE,MCD,0.054726248136716116,0.4124174272570792,-315.92645789473687
IBM,NFLX,0.05478449971083865,0.3430035565951281,-325.33473684210526
JNJ,PG,0.05481867274292096,0.7946680544206588,-316.71368421052637
CME,PFE,0.054958964759598494,0.4414234508672867,-251.92865684210526
GILD,PM,0.05498611561700284,0.5250002554218115,-163.8519249473684
ADBE,V,0.05507953171468816,0.4173523407658665,-603.5968421052631
NKE,WMT,0.05509187824073125,0.41527554132402705,-237.67980336842106
GS,PG,0.05512193358937223,0.45200610606765307,-445.0007036842106
SCHW,USB,0.05515234404052438,0.5272540291330958,-114.57473684210527
ACN,BLK,0.05519191028198733,0.5980230238099912,-927.252452631579
BMY,UPS,0.05519467969095504,0.4216273736237032,-253.68157894736845
ADI,TXN,0.0552306816353314,0.7837322667514852,-320.30733999999995
CSCO,DUK,0.05527203559389826,0.47959398577498,-151.1421052631579
CI,DHR,0.055369638602342564,0.42102924962888816,-511.201645263158
MCD,SBUX,0.05537583381069844,0.5528349896695203,-319.2869842105264
BAC,IBM,0.05540039941015795,0.4564601177038749,-172.67686610526317
TXN,XOM,0.05548194443530163,0.3906663374592634,-258.96263157894737
KO,USB,0.05560836635462163,0.48562695612352536,-111.0019802631579
ABT,AMT,0.0556110474024647,0.5378098196459364,-362.48161105263165
BAC,SO,0.05562917723873739,0.43479703265655917,-106.04633978947369
NEE,NKE,0.055643248458396855,0.4332083706544731,-190.2550854736842
T,UPS,0.055660897720081426,0.4142757638606142,-198.93157894736845
AVGO,LIN,0.055738497238455365,0.45827406222898986,-850.8567942105263
BMY,GOOGL,0.05575970007758757,0.4686215551378745,-2315.6973684210525
UPS,ZTS,0.05576636735909268,0.42772555313797017,-343.9515789473685
LOW,RTX,0.05590575117565,0.4211556365210628,-281.00315789473683
CB,SPGI,0.05597378549850207,0.4632333792482228,-535.1684926315789
DHR,NOC,0.0560000333382511,0.4152854852075836,-719.2887157894737
AMT,BAC,0.05604332366449394,0.394993896105266,-286.1495297894737
C,CI,0.0560612965005709,0.42417332003038216,-306.08232631578954
GOOGL,NFLX,0.056092221837840794,0.37003204795743216,-2427.432631578947
AMT,INTU,0.05612077150429151,0.450654536209165,-646.8100321052632
MCD,ORCL,0.05614307916978545,0.478559913681614,-313.494352631579
AMD,QCOM,0.056154375106951315,0.38518804280827795,-228.15441684210523
KO,MMC,0.056245340960467516,0.6352648296861153,-214.99776973684212
AVGO,MSFT,0.05626763218090014,0.5175842004036543,-798.1583215789474
CI,TMO,0.05629571424173485,0.4090433505583236,-793.5615589473687
AMGN,VRTX,0.05630177986981355,0.43818361009807194,-508.8068421052632
CRM,DE,0.056368402776070026,0.35036980330439926,-513.9505263157895
MRK,PM,0.056464206973730446,0.5267184021277169,-191.01500315789474
ISRG,MSFT,0.05654252773369728,0.4714836532884167,-470.12894736842105
GOOGL,NVDA,0.05662163344641091,0.39659931328392817,-2415.146788947368
BA,MRK,0.05671060336816236,0.36114434460525485,-221.55289789473682
MA,NKE,0.0567842862617125,0.46599378878116215,-454.12717178947366
ADP,JNJ,0.05679095192699268,0.546653530701664,-388.2523494736842
HON,PEP,0.056793678158980176,0.5605306376028523,-351.48669052631584
CCI,VRTX,0.056837813734485376,0.42165759730514013,-439.5235710526316
ADP,MSFT,0.056847633674236286,0.5194073059121725,-473.9234021052631
AXP,BA,0.05687310621078501,0.42969725163782924,-289.6915789473684
